TIPOINTERVENTO;Tipo intervento;LONGITUDINE;LATITUDINE
SP-nuova costruzione per interventi di urbanizzazione primaria e secondaria  - art 27.1 lettera e. 2)  L.R.12/2005 - art. 67 1.2 R.E. senza realizzazione di nuovi edifici;Nuova costruzione;9.2157;45.5208
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.21933519994;45.4894731017
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.14728949291;45.4774583599
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.21026777067;45.4719372158
manutenzione straordinaria con variazione della destinazione d'uso;Manutenzione straordinaria;9.16986815272;45.4961057763
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.19409526628;45.4785177192
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.21481252074;45.452724198
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.19114324411;45.5137616635
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.22220190451;45.4809232991
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.21124323534;45.4893117428
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.2310406795;45.4977003197
;Altro;9.15275821944;45.4929122957
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.15195527399;45.4570201548
manutenzione straordinaria con variazione della destinazione d'uso;Manutenzione straordinaria;9.22263817309;45.4702857382
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.21330477365;45.4650705981
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.20382852854;45.4527378606
restauro o risanamento conservativo di cui all'art. 27.1 lett.c) L.R. 12/2005;Restauro o risanamento;9.07020307697;45.4507319712
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.19810209401;45.4982468458
a) manutenzione straordinaria non riguardante parti strutturali dell'edificio senza incremento delle unita' immobiliari e senza incremento parametri standard;Manutenzione straordinaria;9.17779226947;45.4500022626
opere di eliminazione barriere architettoniche con realizzazione di manufatti che alterano la sagoma dell'edificio;Barriere Architettoniche;9.11941250018;45.453029998
manutenzione straordinaria con variazione della destinazione d'uso;Manutenzione straordinaria;9.19285704317;45.4559376641
manutenzione straordinaria con variazione della destinazione d'uso+manutenzione straordinaria facente parte di intervento in variante a precedente titolo edilizio;Manutenzione straordinaria;9.1964613455;45.45280734
;Altro;9.20743648624;45.4611684007
Nuova costruzione e ampliamento - art.3.1 lettera e.1).3).4).5).6).7) DPR 380/2001;Nuova costruzione;9.23212536974791;45.4552043425859
manutenzione straordinaria con variazione della destinazione d'uso;Manutenzione straordinaria;9.21286609108;45.466252208
manutenzione straordinaria con variazione della destinazione d'uso;Manutenzione straordinaria;9.21863952232;45.4579656227
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.22037353895;45.4946842034
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.186810751;45.4890741427
manutenzione straordinaria con variazione della destinazione d'uso;Manutenzione straordinaria;9.15301951708;45.4719057252
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005+manutenzione straordinaria con interventi finalizzati al miglioramento delle situazioni igienico-sanitarie esistenti (artt.46.2 e 46.3 R.E.)+manutenzione straordinaria con variazione della destinazione d'uso;Manutenzione straordinaria;9.20981231438;45.4746899243
manutenzione straordinaria con variazione della destinazione d'uso;Manutenzione straordinaria;9.21347814126;45.4664483502
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005+manutenzione straordinaria facente parte di intervento in variante a precedente titolo edilizio;Manutenzione straordinaria;9.20209548943;45.4787049953
restauro o risanamento conservativo di cui all'art. 27.1 lett.c) L.R. 12/2005;Restauro o risanamento;9.18326697097;45.4675962735
restauro o risanamento conservativo di cui all'art. 27.1 lett.c) L.R. 12/2005;Restauro o risanamento;9.22711793817;45.4771410772
parcheggi pertinenziali di cui all' art. 115.2 lett.c) R.E. (non in deroga);Altro;9.12919135278;45.4669316437
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.17898170048;45.4441671401
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005+manutenzione straordinaria con variazione della destinazione d'uso;Manutenzione straordinaria;9.16006767772;45.4557961661
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.1840149441;45.4604861724
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.19979658757;45.4567876013
demolizioni (art. 63 R.E.) reinterri e scavi (art. 64 R.E.- non riguardanti la coltivazione di cave e torbiere)  come intervento autonomo;Demolizione;9.23100716678;45.5071202613
manutenzione straordinaria facente parte di intervento in variante a precedente titolo edilizio;Manutenzione straordinaria;9.14534240842;45.4480219378
manutenzione straordinaria con variazione della destinazione d'uso;Manutenzione straordinaria;9.21160132812;45.4864641315
manutenzione straordinaria non rientrante nell'elenco di cui a comma 2 art. 6 DPR 380/2001+manutenzione straordinaria;Manutenzione straordinaria;9.17951335165;45.5007268106
manutenzione straordinaria con variazione della destinazione d'uso;Manutenzione straordinaria;9.15408924967;45.4543724077
manutenzione straordinaria con variazione della destinazione d'uso;Manutenzione straordinaria;9.18379377037;45.4605516153
Manutenzione straordinaria - art.3.1 lettera b) DPR 380/2001;Manutenzione straordinaria;9.16503700411867;45.4928423340358
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.17898170048;45.4441671401
manutenzione straordinaria con variazione della destinazione d'uso;Manutenzione straordinaria;9.1950912036;45.4786277388
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.17270790115;45.4551589064
;Altro;9.18936512672;45.4806355767
Recupero abitativo di sottotetto - artt. 63  64  65  L.R. 12/05;Variazione interna o esterna;9.19997834106;45.4626081659
SP-Nuova costruzione - urbanizzazione primaria e secondaria - art.3.1 lettera e.2) DPR 380/2001;Nuova costruzione;9.1607;45.4371
Recupero abitativo di sottotetto - artt. 63  64  65  L.R. 12/05;Variazione interna o esterna;9.14372462906;45.4980043678
a) manutenzione straordinaria non riguardante parti strutturali dell'edificio senza incremento delle unita' immobiliari e senza incremento parametri standard;Manutenzione straordinaria;9.2280364978;45.486541546
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.16901507648;45.4818740619
Recupero abitativo di sottotetto - artt. 63  64  65  L.R. 12/05;Variazione interna o esterna;9.12356657436;45.4712191274
Recupero abitativo di sottotetto - artt. 63  64  65  L.R. 12/05;Variazione interna o esterna;9.23874752715;45.5059195194
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.18673074935;45.489506436
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.17236504356;45.4549048341
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.17821940462;45.4658814615
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.19872304551;45.5002515492
Ristrutturazione edilizia non riconducibile all'art.10.1 lettera c) del DPR/380/2001;Altro;9.20191466363;45.4303000886
demolizioni (art. 63 R.E.) reinterri e scavi (art. 64 R.E.- non riguardanti la coltivazione di cave e torbiere)  come intervento autonomo;Demolizione;9.22094786967;45.5048597013
;Altro;9.19287378479;45.4715173206
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.19027964882;45.4537427359
manufatti pertinenziali non rientranti nella nuova costruzione ai sensi dell'art. 27.1lett.e.6) L.R. 12/2005;Nuova costruzione;9.0920423362;45.4675974494
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.17480736871;45.4796959951
manutenzione straordinaria con variazione della destinazione d'uso;Manutenzione straordinaria;9.16871175192;45.4648727074
SCIA art. 23 DPR 380/01: 1 ristrutturazione edilizia che comporti ad un organismo edilizio in tutto o in parte diverso dal precedente / che comporti modifiche della volumetria complessiva degli edifici o dei prospetti / che comporti mutamenti della destinazione d'uso per immobili compresi nelle zone omogenee A/ che comporti modificazioni della sagoma di immobili sottoposti a vincoli (Attività n. 8 - Tabella A - Sez. II del d.lgs. 222/2016 / art. 10 comma 1 - lettera c) del d.P.R. n. 380/2001);Variazione interna o esterna;9.17227615575;45.5091042065
manutenzione straordinaria con variazione della destinazione d'uso;Manutenzione straordinaria;9.18910979934;45.4961072926
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.2045573403;45.4631767264
Recupero abitativo di sottotetto - artt. 63  64  65  L.R. 12/05;Variazione interna o esterna;9.17227615575;45.5091042065
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.23757724482;45.5113780362
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.19848335385;45.4545535158
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.13609239437;45.495355063
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.1687979628;45.4274674868
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.22067117003;45.5000583181
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.17314133371;45.4501817218
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.22331825873;45.467529037
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005+manutenzione straordinaria con interventi finalizzati al miglioramento delle situazioni igienico-sanitarie esistenti (artt.46.2 e 46.3 R.E.);Manutenzione straordinaria;9.15966873438;45.4663731309
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.2159560959;45.4646224822
manutenzione straordinaria con variazione della destinazione d'uso;Manutenzione straordinaria;9.20026949428;45.481380857
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.22006309636;45.4630813525
Ristrutturazione edilizia senza demolizione e ricostruzione - art.3.1 lettera d) DPR 380/2001;Altro;9.14667853693;45.4561499157
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.18955580719;45.4678384992
Recupero abitativo di sottotetto - artt. 63  64  65  L.R. 12/05;Variazione interna o esterna;9.15768121417;45.4410467189
manutenzione straordinaria con variazione della destinazione d'uso;Manutenzione straordinaria;9.19603992594;45.4491444547
Recupero abitativo di sottotetto - artt. 63  64  65  L.R. 12/05;Variazione interna o esterna;9.21999403876;45.463602391
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.18450129275815;45.4838294601076
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005+manutenzione straordinaria facente parte di intervento in variante a precedente titolo edilizio;Manutenzione straordinaria;9.19558092007;45.4544166227
Nuova costruzione e ampliamento - art.3.1 lettera e.1).3).4).5).6).7) DPR 380/2001;Nuova costruzione;9.18450129275815;45.4838294601076
manutenzione straordinaria con variazione della destinazione d'uso;Manutenzione straordinaria;9.2003359608;45.4868331491
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.21542195877;45.4389122354
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005+manutenzione straordinaria con variazione della destinazione d'uso;Manutenzione straordinaria;9.18212436735;45.4660988647
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.18330875976;45.4594531889
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.09347191189;45.4639736066
manutenzione straordinaria con variazione della destinazione d'uso;Manutenzione straordinaria;9.18556795196;45.4603515162
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.22785121558;45.4387940276
SP-Manutenzione straordinaria - art.3.1 lettera b) DPR 380/2001;Manutenzione straordinaria;9.1213;45.4778
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.18483983267;45.5024969939
a) manutenzione straordinaria non riguardante parti strutturali dell'edificio senza incremento delle unita' immobiliari e senza incremento parametri standard;Manutenzione straordinaria;9.24442742029;45.4611435172
restauro o risanamento conservativo di cui all'art. 27.1 lett.c) L.R. 12/2005 con variazione della destinazione d'uso;Restauro o risanamento;9.1762264676;45.4685852862
a) manutenzione straordinaria non riguardante parti strutturali dell'edificio senza incremento delle unita' immobiliari e senza incremento parametri standard;Manutenzione straordinaria;9.22133529106;45.4911757856
SP-Manutenzione straordinaria - art.3.1 lettera b) DPR 380/2001;Manutenzione straordinaria;9.22197024282;45.4547078473
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.23497153386;45.4651802431
;Altro;9.21745644926;45.4893323836
Manutenzione straordinaria - art.3.1 lettera b) DPR 380/2001;Manutenzione straordinaria;9.15943428736;45.4624006029
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.2000950547;45.4844461084
Manutenzione straordinaria - art.3.1 lettera b) DPR 380/2001;Manutenzione straordinaria;9.24239356772;45.483657396
restauro o risanamento conservativo di cui all'art. 27.1 lett.c) L.R. 12/2005;Restauro o risanamento;9.18172395684;45.4830407447
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.19562181957;45.4655364026
SP-Manutenzione straordinaria - art.3.1 lettera b) DPR 380/2001;Manutenzione straordinaria;9.2145118859;45.5254764229
;Altro;9.22724693861;45.4715203109
;Altro;9.22005097613;45.5125087947
;Altro;9.20421059303;45.4929216445
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.16910487328;45.4681730179
SP-Manutenzione straordinaria - art.3.1 lettera b) DPR 380/2001;Manutenzione straordinaria;9.17789194955;45.4833984899
manutenzione straordinaria con variazione della destinazione d'uso;Manutenzione straordinaria;9.18310274475;45.4896912178
manutenzione straordinaria con variazione della destinazione d'uso;Manutenzione straordinaria;9.1727196043;45.4548210356
Recupero abitativo di sottotetto - artt. 63  64  65  L.R. 12/05;Variazione interna o esterna;9.1702055006;45.4523415341
;Altro;9.25223351156;45.450107367
Ristrutturazione edilizia non riconducibile all'art.10.1 lettera c) del DPR/380/2001;Altro;9.13776581509;45.4987355381
manutenzione straordinaria con frazionamento di U.I.- art. 27.1 lett.b) L.R. 12/2005;Manutenzione straordinaria;9.16476907455;45.4494167415
Recupero abitativo di sottotetto - artt. 63  64  65  L.R. 12/05;Variazione interna o esterna;9.23322626986;45.498192382
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.17739244475;45.477977232
Nuova costruzione e ampliamento - art.3.1 lettera e.1).3).4).5).6).7) DPR 380/2001;Nuova costruzione;9.09202859787;45.484706398
a) manutenzione straordinaria non riguardante parti strutturali dell'edificio senza incremento delle unita' immobiliari e senza incremento parametri standard;Manutenzione straordinaria;9.20884210485;45.4882115291
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.10188335982;45.4780033617
restauro o risanamento conservativo di cui all'art. 27.1 lett.c) L.R. 12/2005;Restauro o risanamento;9.16496919933;45.466957175
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.21913733284;45.4574982822
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.20743648624;45.4611684007
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.17839122369;45.4777798129
SCIA art. 23 DPR 380/01: 1 ristrutturazione edilizia che comporti ad un organismo edilizio in tutto o in parte diverso dal precedente / che comporti modifiche della volumetria complessiva degli edifici o dei prospetti / che comporti mutamenti della destinazione d'uso per immobili compresi nelle zone omogenee A/ che comporti modificazioni della sagoma di immobili sottoposti a vincoli (Attività n. 8 - Tabella A - Sez. II del d.lgs. 222/2016 / art. 10 comma 1 - lettera c) del d.P.R. n. 380/2001);Variazione interna o esterna;9.16925119327;45.4680620965
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.18483983267;45.5024969939
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.21127895514;45.519786411
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.18240242091;45.4974449331
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 )+SCIA Art. 22 dpr 380/01: 2 interventi di restauro e risanamento conservativo (pesante) di cui all'articolo 3  comma 1  lettera c) del d.P.R. n. 380/2001 qualora riguardino le parti strutturali dell'edificio (Attività n. 6 - Tabella A - Sez. I del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera b) del d.P.R. n. 380/2001 );Restauro o risanamento;9.18840358023;45.464619985
;Altro;9.19119116611;45.4871732491
SCIA art. 23 DPR 380/01: 1 interventi di ristrutturazione edilizia che portino ad un organismo edilizio in tutto o in parte diverso dal precedente e che comportino modifiche della volumetria complessiva degli edifici o dei prospetti ovvero che limitatamente agli immobili compresi nelle zone omogenee A comportino mutamenti della destinazione d'uso nonché gli interventi che comportino modificazioni della sagoma di immobili sottoposti a vincoli ai sensi del decreto legislativo 22 gennaio 2004 n. 42 e successive modificazioni (Attività n. 8 - Tabella A - Sez. II del d.lgs. 222/2016 / art. 10 comma 1 - lettera c) del d.P.R. n. 380/2001);Variazione interna o esterna;9.20631407186;45.5065024689
;Altro;9.20838703894;45.472562382
;Altro;9.19377529333;45.4867731849
Ristrutturazione edilizia - art.10.1 lettera c) del DPR/380/2001 esclusivamente in caso di variante ai sensi dell'art.22.2 D.P.R. 380/2001;Altro;9.22669292314;45.4945813766
;Altro;9.1638570567;45.5018352401
manutenzione straordinaria con variazione della destinazione d'uso;Manutenzione straordinaria;9.22492799455;45.4908363868
SP-Nuova costruzione - urbanizzazione primaria e secondaria - art.3.1 lettera e.2) DPR 380/2001;Nuova costruzione;9.1607;45.4371
SP-Nuova costruzione - urbanizzazione primaria e secondaria - art.3.1 lettera e.2) DPR 380/2001;Nuova costruzione;9.2157;45.5208
manutenzione straordinaria con variazione della destinazione d'uso;Manutenzione straordinaria;9.20416721834;45.4533442263
manutenzione straordinaria con variazione della destinazione d'uso;Manutenzione straordinaria;9.17176382317;45.4675696084
Manutenzione straordinaria - art.3.1 lettera b) DPR 380/2001;Manutenzione straordinaria;9.14422149135;45.497434955
manufatti pertinenziali non rientranti nella nuova costruzione ai sensi dell'art. 27.1lett.e.6) L.R. 12/2005;Nuova costruzione;9.23514884553;45.5113635132
manutenzione straordinaria comportante rinnovi e/o sostituzione di parti strutturali degli edifici - art. 27.1lett.b) L.R.12/2005;Manutenzione straordinaria;9.21045486524;45.4724052405
;Altro;9.1593895433;45.5097829234
Recupero abitativo di sottotetto - artt. 63  64  65  L.R. 12/05;Variazione interna o esterna;9.20850443773;45.4644412479
