Municipio;Codice area;VIA;LOCALITA;SPECIFICA_LOCALITA;Tipo;Mese;Orario apertura;Orario chiusura;Note;Longitudine;Latitudine;Location
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Calcio a 7;GENNAIO;7;19;;9.194352193;45.45328556;45.45328556, 9.194352193
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Calcio a 7;FEBBRAIO;7;19;;9.194352193;45.45328556;45.45328556, 9.194352193
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Calcio a 7;MARZO;7;20;;9.194352193;45.45328556;45.45328556, 9.194352193
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Calcio a 7;APRILE;7;21;;9.194352193;45.45328556;45.45328556, 9.194352193
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Calcio a 7;MAGGIO;7;22;;9.194352193;45.45328556;45.45328556, 9.194352193
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Calcio a 7;GIUGNO;7;22;;9.194352193;45.45328556;45.45328556, 9.194352193
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Calcio a 7;LUGLIO;7;22;;9.194352193;45.45328556;45.45328556, 9.194352193
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Calcio a 7;AGOSTO;7;22;;9.194352193;45.45328556;45.45328556, 9.194352193
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Calcio a 7;SETTEMBRE;7;22;;9.194352193;45.45328556;45.45328556, 9.194352193
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Calcio a 7;OTTOBRE;7;21;;9.194352193;45.45328556;45.45328556, 9.194352193
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Calcio a 7;NOVEMBRE;7;19;;9.194352193;45.45328556;45.45328556, 9.194352193
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Calcio a 7;DICEMBRE;7;19;;9.194352193;45.45328556;45.45328556, 9.194352193
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Volley;GENNAIO;7;19;;9.194257082;45.45315765;45.45315765, 9.194257082
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Volley;FEBBRAIO;7;19;;9.194257082;45.45315765;45.45315765, 9.194257082
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Volley;MARZO;7;20;;9.194257082;45.45315765;45.45315765, 9.194257082
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Volley;APRILE;7;21;;9.194257082;45.45315765;45.45315765, 9.194257082
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Volley;MAGGIO;7;22;;9.194257082;45.45315765;45.45315765, 9.194257082
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Volley;GIUGNO;7;22;;9.194257082;45.45315765;45.45315765, 9.194257082
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Volley;LUGLIO;7;22;;9.194257082;45.45315765;45.45315765, 9.194257082
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Volley;AGOSTO;7;22;;9.194257082;45.45315765;45.45315765, 9.194257082
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Volley;SETTEMBRE;7;22;;9.194257082;45.45315765;45.45315765, 9.194257082
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Volley;OTTOBRE;7;21;;9.194257082;45.45315765;45.45315765, 9.194257082
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Volley;NOVEMBRE;7;19;;9.194257082;45.45315765;45.45315765, 9.194257082
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Volley;DICEMBRE;7;19;;9.194257082;45.45315765;45.45315765, 9.194257082
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Basket;GENNAIO;7;19;;9.194257082;45.45315765;45.45315765, 9.194257082
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Basket;FEBBRAIO;7;19;;9.194257082;45.45315765;45.45315765, 9.194257082
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Basket;MARZO;7;20;;9.194257082;45.45315765;45.45315765, 9.194257082
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Basket;APRILE;7;21;;9.194257082;45.45315765;45.45315765, 9.194257082
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Basket;MAGGIO;7;22;;9.194257082;45.45315765;45.45315765, 9.194257082
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Basket;GIUGNO;7;22;;9.194257082;45.45315765;45.45315765, 9.194257082
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Basket;LUGLIO;7;22;;9.194257082;45.45315765;45.45315765, 9.194257082
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Basket;AGOSTO;7;22;;9.194257082;45.45315765;45.45315765, 9.194257082
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Basket;SETTEMBRE;7;22;;9.194257082;45.45315765;45.45315765, 9.194257082
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Basket;OTTOBRE;7;21;;9.194257082;45.45315765;45.45315765, 9.194257082
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Basket;NOVEMBRE;7;19;;9.194257082;45.45315765;45.45315765, 9.194257082
1;1082;giardino;Fallaci Oriana;area verde di via Crivelli - Quadronno;Basket;DICEMBRE;7;19;;9.194257082;45.45315765;45.45315765, 9.194257082
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Calcio a 7;GENNAIO;7;19;;9.197674651;45.45396562;45.45396562, 9.197674651
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Calcio a 7;FEBBRAIO;7;19;;9.197674651;45.45396562;45.45396562, 9.197674651
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Calcio a 7;MARZO;7;20;;9.197674651;45.45396562;45.45396562, 9.197674651
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Calcio a 7;APRILE;7;21;;9.197674651;45.45396562;45.45396562, 9.197674651
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Calcio a 7;MAGGIO;7;22;;9.197674651;45.45396562;45.45396562, 9.197674651
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Calcio a 7;GIUGNO;7;22;;9.197674651;45.45396562;45.45396562, 9.197674651
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Calcio a 7;LUGLIO;7;22;;9.197674651;45.45396562;45.45396562, 9.197674651
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Calcio a 7;AGOSTO;7;22;;9.197674651;45.45396562;45.45396562, 9.197674651
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Calcio a 7;SETTEMBRE;7;22;;9.197674651;45.45396562;45.45396562, 9.197674651
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Calcio a 7;OTTOBRE;7;21;;9.197674651;45.45396562;45.45396562, 9.197674651
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Calcio a 7;NOVEMBRE;7;19;;9.197674651;45.45396562;45.45396562, 9.197674651
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Calcio a 7;DICEMBRE;7;19;;9.197674651;45.45396562;45.45396562, 9.197674651
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Volley;GENNAIO;7;19;;9.197058531;45.45416605;45.45416605, 9.197058531
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Volley;FEBBRAIO;7;19;;9.197058531;45.45416605;45.45416605, 9.197058531
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Volley;MARZO;7;20;;9.197058531;45.45416605;45.45416605, 9.197058531
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Volley;APRILE;7;21;;9.197058531;45.45416605;45.45416605, 9.197058531
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Volley;MAGGIO;7;22;;9.197058531;45.45416605;45.45416605, 9.197058531
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Volley;GIUGNO;7;22;;9.197058531;45.45416605;45.45416605, 9.197058531
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Volley;LUGLIO;7;22;;9.197058531;45.45416605;45.45416605, 9.197058531
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Volley;AGOSTO;7;22;;9.197058531;45.45416605;45.45416605, 9.197058531
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Volley;SETTEMBRE;7;22;;9.197058531;45.45416605;45.45416605, 9.197058531
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Volley;OTTOBRE;7;21;;9.197058531;45.45416605;45.45416605, 9.197058531
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Volley;NOVEMBRE;7;19;;9.197058531;45.45416605;45.45416605, 9.197058531
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Volley;DICEMBRE;7;19;;9.197058531;45.45416605;45.45416605, 9.197058531
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Basket;GENNAIO;7;19;;9.197058531;45.45416605;45.45416605, 9.197058531
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Basket;FEBBRAIO;7;19;;9.197058531;45.45416605;45.45416605, 9.197058531
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Basket;MARZO;7;20;;9.197058531;45.45416605;45.45416605, 9.197058531
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Basket;APRILE;7;21;;9.197058531;45.45416605;45.45416605, 9.197058531
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Basket;MAGGIO;7;22;;9.197058531;45.45416605;45.45416605, 9.197058531
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Basket;GIUGNO;7;22;;9.197058531;45.45416605;45.45416605, 9.197058531
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Basket;LUGLIO;7;22;;9.197058531;45.45416605;45.45416605, 9.197058531
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Basket;AGOSTO;7;22;;9.197058531;45.45416605;45.45416605, 9.197058531
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Basket;SETTEMBRE;7;22;;9.197058531;45.45416605;45.45416605, 9.197058531
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Basket;OTTOBRE;7;21;;9.197058531;45.45416605;45.45416605, 9.197058531
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Basket;NOVEMBRE;7;19;;9.197058531;45.45416605;45.45416605, 9.197058531
1;1092;giardino;Roberto Bazlen;già corso di Porta Romana (C.T.S.);Basket;DICEMBRE;7;19;;9.197058531;45.45416605;45.45416605, 9.197058531
1;1121;Giardini;Montanelli Indro;già Giardini Pubblici di Porta Venezia;Bocce;GENNAIO;6:30;21;;9.197812435;45.47561078;45.47561078, 9.197812435
1;1121;Giardini;Montanelli Indro;già Giardini Pubblici di Porta Venezia;Bocce;FEBBRAIO;6:30;21;;9.197812435;45.47561078;45.47561078, 9.197812435
1;1121;Giardini;Montanelli Indro;già Giardini Pubblici di Porta Venezia;Bocce;MARZO;6:30;21;;9.197812435;45.47561078;45.47561078, 9.197812435
1;1121;Giardini;Montanelli Indro;già Giardini Pubblici di Porta Venezia;Bocce;APRILE;6:30;21;;9.197812435;45.47561078;45.47561078, 9.197812435
1;1121;Giardini;Montanelli Indro;già Giardini Pubblici di Porta Venezia;Bocce;MAGGIO;6:30;22;;9.197812435;45.47561078;45.47561078, 9.197812435
1;1121;Giardini;Montanelli Indro;già Giardini Pubblici di Porta Venezia;Bocce;GIUGNO;6:30;23:30;;9.197812435;45.47561078;45.47561078, 9.197812435
1;1121;Giardini;Montanelli Indro;già Giardini Pubblici di Porta Venezia;Bocce;LUGLIO;6:30;23:30;;9.197812435;45.47561078;45.47561078, 9.197812435
1;1121;Giardini;Montanelli Indro;già Giardini Pubblici di Porta Venezia;Bocce;AGOSTO;6:30;23:30;;9.197812435;45.47561078;45.47561078, 9.197812435
1;1121;Giardini;Montanelli Indro;già Giardini Pubblici di Porta Venezia;Bocce;SETTEMBRE;6:30;23:30;;9.197812435;45.47561078;45.47561078, 9.197812435
1;1121;Giardini;Montanelli Indro;già Giardini Pubblici di Porta Venezia;Bocce;OTTOBRE;6:30;21;;9.197812435;45.47561078;45.47561078, 9.197812435
1;1121;Giardini;Montanelli Indro;già Giardini Pubblici di Porta Venezia;Bocce;NOVEMBRE;6:30;21;;9.197812435;45.47561078;45.47561078, 9.197812435
1;1121;Giardini;Montanelli Indro;già Giardini Pubblici di Porta Venezia;Bocce;DICEMBRE;6:30;21;;9.197812435;45.47561078;45.47561078, 9.197812435
1;1151;parco;Sempione;area verde;Volley;GENNAIO;6:30;21;;9.175789181;45.4736342;45.4736342, 9.175789181
1;1151;parco;Sempione;area verde;Volley;FEBBRAIO;6:30;21;;9.175789181;45.4736342;45.4736342, 9.175789181
1;1151;parco;Sempione;area verde;Volley;MARZO;6:30;21;;9.175789181;45.4736342;45.4736342, 9.175789181
1;1151;parco;Sempione;area verde;Volley;APRILE;6:30;21;;9.175789181;45.4736342;45.4736342, 9.175789181
1;1151;parco;Sempione;area verde;Volley;MAGGIO;6:30;23:30;;9.175789181;45.4736342;45.4736342, 9.175789181
1;1151;parco;Sempione;area verde;Volley;GIUGNO;6:30;23:30;;9.175789181;45.4736342;45.4736342, 9.175789181
1;1151;parco;Sempione;area verde;Volley;LUGLIO;6:30;23:30;;9.175789181;45.4736342;45.4736342, 9.175789181
1;1151;parco;Sempione;area verde;Volley;AGOSTO;6:30;23:30;;9.175789181;45.4736342;45.4736342, 9.175789181
1;1151;parco;Sempione;area verde;Volley;SETTEMBRE;6:30;23:30;;9.175789181;45.4736342;45.4736342, 9.175789181
1;1151;parco;Sempione;area verde;Volley;OTTOBRE;6:30;21;;9.175789181;45.4736342;45.4736342, 9.175789181
1;1151;parco;Sempione;area verde;Volley;NOVEMBRE;6:30;21;;9.175789181;45.4736342;45.4736342, 9.175789181
1;1151;parco;Sempione;area verde;Volley;DICEMBRE;6:30;21;;9.175789181;45.4736342;45.4736342, 9.175789181
1;1151;parco;Sempione;area verde;Basket;GENNAIO;6:30;21;;9.175789181;45.4736342;45.4736342, 9.175789181
1;1151;parco;Sempione;area verde;Basket;FEBBRAIO;6:30;21;;9.175789181;45.4736342;45.4736342, 9.175789181
1;1151;parco;Sempione;area verde;Basket;MARZO;6:30;21;;9.175789181;45.4736342;45.4736342, 9.175789181
1;1151;parco;Sempione;area verde;Basket;APRILE;6:30;21;;9.175789181;45.4736342;45.4736342, 9.175789181
1;1151;parco;Sempione;area verde;Basket;MAGGIO;6:30;23:30;;9.175789181;45.4736342;45.4736342, 9.175789181
1;1151;parco;Sempione;area verde;Basket;GIUGNO;6:30;23:30;;9.175789181;45.4736342;45.4736342, 9.175789181
1;1151;parco;Sempione;area verde;Basket;LUGLIO;6:30;23:30;;9.175789181;45.4736342;45.4736342, 9.175789181
1;1151;parco;Sempione;area verde;Basket;AGOSTO;6:30;23:30;;9.175789181;45.4736342;45.4736342, 9.175789181
1;1151;parco;Sempione;area verde;Basket;SETTEMBRE;6:30;23:30;;9.175789181;45.4736342;45.4736342, 9.175789181
1;1151;parco;Sempione;area verde;Basket;OTTOBRE;6:30;21;;9.175789181;45.4736342;45.4736342, 9.175789181
1;1151;parco;Sempione;area verde;Basket;NOVEMBRE;6:30;21;;9.175789181;45.4736342;45.4736342, 9.175789181
1;1151;parco;Sempione;area verde;Basket;DICEMBRE;6:30;21;;9.175789181;45.4736342;45.4736342, 9.175789181
1;1151;parco;Sempione;area verde;Pattinaggio;GENNAIO;6:30;21;;9.175118269;45.4757023;45.4757023, 9.175118269
1;1151;parco;Sempione;area verde;Pattinaggio;FEBBRAIO;6:30;21;;9.175118269;45.4757023;45.4757023, 9.175118269
1;1151;parco;Sempione;area verde;Pattinaggio;MARZO;6:30;21;;9.175118269;45.4757023;45.4757023, 9.175118269
1;1151;parco;Sempione;area verde;Pattinaggio;APRILE;6:30;21;;9.175118269;45.4757023;45.4757023, 9.175118269
1;1151;parco;Sempione;area verde;Pattinaggio;MAGGIO;6:30;23:30;;9.175118269;45.4757023;45.4757023, 9.175118269
1;1151;parco;Sempione;area verde;Pattinaggio;GIUGNO;6:30;23:30;;9.175118269;45.4757023;45.4757023, 9.175118269
1;1151;parco;Sempione;area verde;Pattinaggio;LUGLIO;6:30;23:30;;9.175118269;45.4757023;45.4757023, 9.175118269
1;1151;parco;Sempione;area verde;Pattinaggio;AGOSTO;6:30;23:30;;9.175118269;45.4757023;45.4757023, 9.175118269
1;1151;parco;Sempione;area verde;Pattinaggio;SETTEMBRE;6:30;23:30;;9.175118269;45.4757023;45.4757023, 9.175118269
1;1151;parco;Sempione;area verde;Pattinaggio;OTTOBRE;6:30;21;;9.175118269;45.4757023;45.4757023, 9.175118269
1;1151;parco;Sempione;area verde;Pattinaggio;NOVEMBRE;6:30;21;;9.175118269;45.4757023;45.4757023, 9.175118269
1;1151;parco;Sempione;area verde;Pattinaggio;DICEMBRE;6:30;21;;9.175118269;45.4757023;45.4757023, 9.175118269
1;1151;parco;Sempione;area verde;Pattinaggio;GENNAIO;6:30;21;;9.175433805;45.47612644;45.47612644, 9.175433805
1;1151;parco;Sempione;area verde;Pattinaggio;FEBBRAIO;6:30;21;;9.175433805;45.47612644;45.47612644, 9.175433805
1;1151;parco;Sempione;area verde;Pattinaggio;MARZO;6:30;21;;9.175433805;45.47612644;45.47612644, 9.175433805
1;1151;parco;Sempione;area verde;Pattinaggio;APRILE;6:30;21;;9.175433805;45.47612644;45.47612644, 9.175433805
1;1151;parco;Sempione;area verde;Pattinaggio;MAGGIO;6:30;23:30;;9.175433805;45.47612644;45.47612644, 9.175433805
1;1151;parco;Sempione;area verde;Pattinaggio;GIUGNO;6:30;23:30;;9.175433805;45.47612644;45.47612644, 9.175433805
1;1151;parco;Sempione;area verde;Pattinaggio;LUGLIO;6:30;23:30;;9.175433805;45.47612644;45.47612644, 9.175433805
1;1151;parco;Sempione;area verde;Pattinaggio;AGOSTO;6:30;23:30;;9.175433805;45.47612644;45.47612644, 9.175433805
1;1151;parco;Sempione;area verde;Pattinaggio;SETTEMBRE;6:30;23:30;;9.175433805;45.47612644;45.47612644, 9.175433805
1;1151;parco;Sempione;area verde;Pattinaggio;OTTOBRE;6:30;21;;9.175433805;45.47612644;45.47612644, 9.175433805
1;1151;parco;Sempione;area verde;Pattinaggio;NOVEMBRE;6:30;21;;9.175433805;45.47612644;45.47612644, 9.175433805
1;1151;parco;Sempione;area verde;Pattinaggio;DICEMBRE;6:30;21;;9.175433805;45.47612644;45.47612644, 9.175433805
1;1186;via;Vivaio n. 11;istituto ciechi;Bocce;GENNAIO;;;;9.202153326;45.46864341;45.46864341, 9.202153326
1;1186;via;Vivaio n. 11;istituto ciechi;Bocce;FEBBRAIO;;;;9.202153326;45.46864341;45.46864341, 9.202153326
1;1186;via;Vivaio n. 11;istituto ciechi;Bocce;MARZO;;;;9.202153326;45.46864341;45.46864341, 9.202153326
1;1186;via;Vivaio n. 11;istituto ciechi;Bocce;APRILE;;;;9.202153326;45.46864341;45.46864341, 9.202153326
1;1186;via;Vivaio n. 11;istituto ciechi;Bocce;MAGGIO;;;;9.202153326;45.46864341;45.46864341, 9.202153326
1;1186;via;Vivaio n. 11;istituto ciechi;Bocce;GIUGNO;;;;9.202153326;45.46864341;45.46864341, 9.202153326
1;1186;via;Vivaio n. 11;istituto ciechi;Bocce;LUGLIO;;;;9.202153326;45.46864341;45.46864341, 9.202153326
1;1186;via;Vivaio n. 11;istituto ciechi;Bocce;AGOSTO;;;;9.202153326;45.46864341;45.46864341, 9.202153326
1;1186;via;Vivaio n. 11;istituto ciechi;Bocce;SETTEMBRE;;;;9.202153326;45.46864341;45.46864341, 9.202153326
1;1186;via;Vivaio n. 11;istituto ciechi;Bocce;OTTOBRE;;;;9.202153326;45.46864341;45.46864341, 9.202153326
1;1186;via;Vivaio n. 11;istituto ciechi;Bocce;NOVEMBRE;;;;9.202153326;45.46864341;45.46864341, 9.202153326
1;1186;via;Vivaio n. 11;istituto ciechi;Bocce;DICEMBRE;;;;9.202153326;45.46864341;45.46864341, 9.202153326
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Volley;GENNAIO;;;;9.197529284;45.45940336;45.45940336, 9.197529284
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Volley;FEBBRAIO;;;;9.197529284;45.45940336;45.45940336, 9.197529284
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Volley;MARZO;;;;9.197529284;45.45940336;45.45940336, 9.197529284
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Volley;APRILE;;;;9.197529284;45.45940336;45.45940336, 9.197529284
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Volley;MAGGIO;;;;9.197529284;45.45940336;45.45940336, 9.197529284
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Volley;GIUGNO;;;;9.197529284;45.45940336;45.45940336, 9.197529284
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Volley;LUGLIO;;;;9.197529284;45.45940336;45.45940336, 9.197529284
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Volley;AGOSTO;;;;9.197529284;45.45940336;45.45940336, 9.197529284
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Volley;SETTEMBRE;;;;9.197529284;45.45940336;45.45940336, 9.197529284
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Volley;OTTOBRE;;;;9.197529284;45.45940336;45.45940336, 9.197529284
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Volley;NOVEMBRE;;;;9.197529284;45.45940336;45.45940336, 9.197529284
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Volley;DICEMBRE;;;;9.197529284;45.45940336;45.45940336, 9.197529284
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Basket;GENNAIO;;;;9.197529284;45.45940336;45.45940336, 9.197529284
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Basket;FEBBRAIO;;;;9.197529284;45.45940336;45.45940336, 9.197529284
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Basket;MARZO;;;;9.197529284;45.45940336;45.45940336, 9.197529284
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Basket;APRILE;;;;9.197529284;45.45940336;45.45940336, 9.197529284
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Basket;MAGGIO;;;;9.197529284;45.45940336;45.45940336, 9.197529284
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Basket;GIUGNO;;;;9.197529284;45.45940336;45.45940336, 9.197529284
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Basket;LUGLIO;;;;9.197529284;45.45940336;45.45940336, 9.197529284
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Basket;AGOSTO;;;;9.197529284;45.45940336;45.45940336, 9.197529284
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Basket;SETTEMBRE;;;;9.197529284;45.45940336;45.45940336, 9.197529284
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Basket;OTTOBRE;;;;9.197529284;45.45940336;45.45940336, 9.197529284
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Basket;NOVEMBRE;;;;9.197529284;45.45940336;45.45940336, 9.197529284
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Basket;DICEMBRE;;;;9.197529284;45.45940336;45.45940336, 9.197529284
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Volley;GENNAIO;;;;9.198156813;45.45927357;45.45927357, 9.198156813
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Volley;FEBBRAIO;;;;9.198156813;45.45927357;45.45927357, 9.198156813
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Volley;MARZO;;;;9.198156813;45.45927357;45.45927357, 9.198156813
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Volley;APRILE;;;;9.198156813;45.45927357;45.45927357, 9.198156813
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Volley;MAGGIO;;;;9.198156813;45.45927357;45.45927357, 9.198156813
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Volley;GIUGNO;;;;9.198156813;45.45927357;45.45927357, 9.198156813
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Volley;LUGLIO;;;;9.198156813;45.45927357;45.45927357, 9.198156813
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Volley;AGOSTO;;;;9.198156813;45.45927357;45.45927357, 9.198156813
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Volley;SETTEMBRE;;;;9.198156813;45.45927357;45.45927357, 9.198156813
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Volley;OTTOBRE;;;;9.198156813;45.45927357;45.45927357, 9.198156813
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Volley;NOVEMBRE;;;;9.198156813;45.45927357;45.45927357, 9.198156813
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Volley;DICEMBRE;;;;9.198156813;45.45927357;45.45927357, 9.198156813
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Basket;GENNAIO;;;;9.198156813;45.45927357;45.45927357, 9.198156813
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Basket;FEBBRAIO;;;;9.198156813;45.45927357;45.45927357, 9.198156813
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Basket;MARZO;;;;9.198156813;45.45927357;45.45927357, 9.198156813
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Basket;APRILE;;;;9.198156813;45.45927357;45.45927357, 9.198156813
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Basket;MAGGIO;;;;9.198156813;45.45927357;45.45927357, 9.198156813
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Basket;GIUGNO;;;;9.198156813;45.45927357;45.45927357, 9.198156813
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Basket;LUGLIO;;;;9.198156813;45.45927357;45.45927357, 9.198156813
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Basket;AGOSTO;;;;9.198156813;45.45927357;45.45927357, 9.198156813
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Basket;SETTEMBRE;;;;9.198156813;45.45927357;45.45927357, 9.198156813
1;1287;via;San Barnaba - Commenda;sistemazione superficiale parcheggio;Basket;OTTOBRE;;;;9.198156813;45.45927357;45.45927357, 9.198156813
